model,train_Acc,train_AUC,test_Acc,test_AUC
MinMax_PCC_KW_5_LDA,0.6613,0.7422,0.6417,0.7028
MinMax_PCC_KW_5_AE,0.6559,0.7249,0.6323,0.6814
MinMax_PCC_KW_5_RF,1.0,1.0,0.6854,0.7418
MinMax_PCC_KW_5_LR,0.6678,0.7537,0.6487,0.7207
MinMax_PCC_KW_5_AB,0.7042,0.7803,0.6879,0.754
MinMax_PCC_KW_5_DT,1.0,1.0,0.6336,0.6065
MinMax_PCC_KW_5_NB,0.6554,0.7417,0.6342,0.7092
MinMax_PCC_KW_6_SVM,0.6615,0.7434,0.6372,0.7061
MinMax_PCC_KW_6_LDA,0.6583,0.7424,0.6365,0.7033
MinMax_PCC_KW_6_AE,0.6726,0.7418,0.6478,0.7029
MinMax_PCC_KW_6_RF,1.0,1.0,0.6877,0.75
MinMax_PCC_KW_6_LR,0.6686,0.7535,0.6483,0.7203
MinMax_PCC_KW_6_AB,0.6918,0.7808,0.677,0.754
MinMax_PCC_KW_6_DT,1.0,1.0,0.6374,0.6132
MinMax_PCC_KW_6_NB,0.6561,0.7405,0.6331,0.7085
MinMax_PCC_KW_7_SVM,0.6629,0.7557,0.6417,0.7219
MinMax_PCC_KW_7_LDA,0.6673,0.7489,0.6468,0.7115
MinMax_PCC_KW_7_AE,0.6515,0.7218,0.6312,0.6785
MinMax_PCC_KW_7_RF,1.0,1.0,0.7101,0.7728
MinMax_PCC_KW_7_LR,0.6769,0.7679,0.6551,0.7367
MinMax_PCC_KW_7_AB,0.7147,0.7958,0.6975,0.7747
MinMax_PCC_KW_7_DT,1.0,1.0,0.6553,0.6271
MinMax_PCC_KW_7_NB,0.6632,0.7432,0.641,0.7148
MinMax_PCC_KW_8_SVM,0.6537,0.7578,0.6312,0.7243
MinMax_PCC_KW_8_LDA,0.6581,0.752,0.6355,0.7158
MinMax_PCC_KW_8_AE,0.6444,0.7376,0.6304,0.6995
MinMax_PCC_KW_8_RF,1.0,1.0,0.719,0.7802
MinMax_PCC_KW_8_LR,0.6658,0.7679,0.65,0.7368
MinMax_PCC_KW_8_AB,0.7083,0.7972,0.6922,0.7764
MinMax_PCC_KW_8_DT,1.0,1.0,0.6372,0.6103
MinMax_PCC_KW_8_NB,0.6593,0.7422,0.6421,0.719
MinMax_PCC_KW_9_SVM,0.6684,0.7634,0.6451,0.7291
MinMax_PCC_KW_9_LDA,0.6603,0.7556,0.6406,0.7191
MinMax_PCC_KW_9_AE,0.6528,0.7396,0.6325,0.7012
MinMax_PCC_KW_9_RF,1.0,1.0,0.7224,0.7874
MinMax_PCC_KW_9_LR,0.6804,0.7709,0.6598,0.7388
MinMax_PCC_KW_9_AB,0.7005,0.8004,0.6755,0.7738
MinMax_PCC_KW_9_DT,1.0,1.0,0.6502,0.6242
MinMax_PCC_KW_9_NB,0.6602,0.7458,0.644,0.7202
MinMax_PCC_KW_10_SVM,0.6819,0.7653,0.6523,0.7284
MinMax_PCC_KW_10_LDA,0.6657,0.7559,0.6451,0.719
MinMax_PCC_KW_10_AE,0.6519,0.7518,0.6342,0.7169
MinMax_PCC_KW_10_RF,1.0,1.0,0.7227,0.7958
MinMax_PCC_KW_10_LR,0.6797,0.7716,0.6589,0.7389
MinMax_PCC_KW_10_AB,0.7239,0.8093,0.705,0.7822
MinMax_PCC_KW_10_DT,1.0,1.0,0.6538,0.6237
MinMax_PCC_KW_10_NB,0.6753,0.7497,0.651,0.7237
MinMax_PCC_KW_11_SVM,0.6824,0.7653,0.6542,0.7283
MinMax_PCC_KW_11_LDA,0.6645,0.7561,0.6429,0.72
MinMax_PCC_KW_11_AE,0.6595,0.747,0.6376,0.7091
MinMax_PCC_KW_11_RF,1.0,1.0,0.7291,0.7978
MinMax_PCC_KW_11_LR,0.6776,0.7716,0.6559,0.739
MinMax_PCC_KW_11_AB,0.7131,0.8089,0.6896,0.7799
MinMax_PCC_KW_11_DT,1.0,1.0,0.6495,0.6219
MinMax_PCC_KW_11_NB,0.6723,0.7476,0.647,0.7221
MinMax_PCC_KW_12_SVM,0.6796,0.7662,0.651,0.7287
MinMax_PCC_KW_12_LDA,0.6676,0.7574,0.6449,0.72
MinMax_PCC_KW_12_AE,0.6545,0.7496,0.6323,0.711
MinMax_PCC_KW_12_RF,1.0,1.0,0.7267,0.8009
MinMax_PCC_KW_12_LR,0.6913,0.7728,0.663,0.7394
MinMax_PCC_KW_12_AB,0.7256,0.8091,0.7003,0.7804
MinMax_PCC_KW_12_DT,1.0,1.0,0.66,0.6324
MinMax_PCC_KW_12_NB,0.6719,0.7465,0.6474,0.7205
MinMax_PCC_KW_13_SVM,0.6793,0.7661,0.6512,0.7287
MinMax_PCC_KW_13_LDA,0.6619,0.7578,0.6414,0.7209
MinMax_PCC_KW_13_AE,0.6592,0.7573,0.6391,0.7208
MinMax_PCC_KW_13_RF,1.0,1.0,0.7267,0.8031
MinMax_PCC_KW_13_LR,0.6663,0.7715,0.6453,0.7371
MinMax_PCC_KW_13_AB,0.7068,0.8096,0.6883,0.7806
MinMax_PCC_KW_13_DT,1.0,1.0,0.6625,0.6344
MinMax_PCC_KW_13_NB,0.671,0.7478,0.6493,0.7206
MinMax_PCC_KW_14_SVM,0.6785,0.7662,0.6493,0.7287
MinMax_PCC_KW_14_LDA,0.662,0.7579,0.6421,0.7209
MinMax_PCC_KW_14_AE,0.657,0.7551,0.6355,0.717
MinMax_PCC_KW_14_RF,1.0,1.0,0.7303,0.8014
MinMax_PCC_KW_14_LR,0.6847,0.7717,0.6591,0.7372
MinMax_PCC_KW_14_AB,0.7292,0.8103,0.7026,0.7791
MinMax_PCC_KW_14_DT,1.0,1.0,0.6696,0.6407
MinMax_PCC_KW_14_NB,0.6689,0.7495,0.6457,0.7205
MinMax_PCC_KW_15_SVM,0.6769,0.7687,0.6476,0.7292
MinMax_PCC_KW_15_LDA,0.6654,0.7621,0.638,0.7229
MinMax_PCC_KW_15_AE,0.6798,0.7676,0.6517,0.7311
MinMax_PCC_KW_15_RF,1.0,1.0,0.7282,0.8017
MinMax_PCC_KW_15_LR,0.6836,0.7752,0.6559,0.7384
MinMax_PCC_KW_15_AB,0.7285,0.8122,0.7018,0.7786
MinMax_PCC_KW_15_DT,1.0,1.0,0.6613,0.6303
MinMax_PCC_KW_15_NB,0.6718,0.7492,0.6459,0.7197
MinMax_PCC_KW_16_SVM,0.6772,0.7683,0.6485,0.7285
MinMax_PCC_KW_16_LDA,0.6703,0.7628,0.6442,0.724
MinMax_PCC_KW_16_AE,0.6679,0.762,0.6449,0.7252
MinMax_PCC_KW_16_RF,1.0,1.0,0.7333,0.8042
MinMax_PCC_KW_16_LR,0.6848,0.7749,0.6579,0.7387
MinMax_PCC_KW_16_AB,0.7225,0.8129,0.6909,0.7805
MinMax_PCC_KW_16_DT,1.0,1.0,0.6568,0.6264
MinMax_PCC_KW_16_NB,0.6694,0.7442,0.648,0.7161
MinMax_PCC_KW_17_SVM,0.6754,0.7685,0.6493,0.7288
MinMax_PCC_KW_17_LDA,0.6707,0.7628,0.6446,0.724
MinMax_PCC_KW_17_AE,0.6843,0.785,0.6557,0.749
MinMax_PCC_KW_17_RF,1.0,1.0,0.7316,0.803
MinMax_PCC_KW_17_LR,0.686,0.7749,0.6581,0.7387
MinMax_PCC_KW_17_AB,0.73,0.8129,0.7016,0.7804
MinMax_PCC_KW_17_DT,1.0,1.0,0.6643,0.6367
MinMax_PCC_KW_17_NB,0.672,0.7444,0.6483,0.7161
MinMax_PCC_KW_18_SVM,0.6761,0.7685,0.6485,0.7293
MinMax_PCC_KW_18_LDA,0.6718,0.7629,0.6466,0.7259
MinMax_PCC_KW_18_AE,0.6653,0.7456,0.6397,0.7057
MinMax_PCC_KW_18_RF,1.0,1.0,0.7308,0.8028
MinMax_PCC_KW_18_LR,0.6841,0.775,0.6572,0.7396
MinMax_PCC_KW_18_AB,0.7237,0.8145,0.6992,0.7811
MinMax_PCC_KW_18_DT,1.0,1.0,0.6711,0.6421
MinMax_PCC_KW_18_NB,0.6713,0.7435,0.6483,0.7148
MinMax_PCC_KW_19_SVM,0.6711,0.769,0.6438,0.7289
MinMax_PCC_KW_19_LDA,0.6721,0.7633,0.6468,0.7256
MinMax_PCC_KW_19_AE,0.6799,0.7614,0.6493,0.7234
MinMax_PCC_KW_19_RF,1.0,1.0,0.7395,0.8079
MinMax_PCC_KW_19_LR,0.6865,0.7753,0.6593,0.7398
MinMax_PCC_KW_19_AB,0.7337,0.8138,0.7024,0.7825
MinMax_PCC_KW_19_DT,1.0,1.0,0.6717,0.6437
MinMax_PCC_KW_19_NB,0.6696,0.7419,0.648,0.7137
MinMax_PCC_KW_20_SVM,0.6796,0.7691,0.6515,0.729
MinMax_PCC_KW_20_LDA,0.6722,0.7633,0.6463,0.7257
MinMax_PCC_KW_20_AE,0.6857,0.7817,0.6587,0.7488
MinMax_PCC_KW_20_RF,1.0,1.0,0.741,0.8087
MinMax_PCC_KW_20_LR,0.6871,0.7753,0.6602,0.7398
MinMax_PCC_KW_20_AB,0.7337,0.8138,0.7024,0.7825
MinMax_PCC_KW_20_DT,1.0,1.0,0.6647,0.6381
MinMax_PCC_KW_20_NB,0.6695,0.7417,0.6476,0.7133
MinMax_PCC_KW_21_SVM,0.6683,0.7693,0.6404,0.7289
MinMax_PCC_KW_21_LDA,0.665,0.7644,0.6434,0.7264
MinMax_PCC_KW_21_AE,0.6803,0.7707,0.6504,0.735
MinMax_PCC_KW_21_RF,1.0,1.0,0.7425,0.8072
MinMax_PCC_KW_21_LR,0.6787,0.776,0.6534,0.7399
MinMax_PCC_KW_21_AB,0.7244,0.8155,0.6977,0.7817
MinMax_PCC_KW_21_DT,1.0,1.0,0.6602,0.6318
MinMax_PCC_KW_21_NB,0.6698,0.7413,0.6459,0.7129
MinMax_PCC_KW_22_SVM,0.6731,0.7761,0.648,0.7357
MinMax_PCC_KW_22_LDA,0.68,0.7742,0.6523,0.7375
MinMax_PCC_KW_22_AE,0.683,0.79,0.6559,0.7563
MinMax_PCC_KW_22_RF,1.0,1.0,0.7461,0.8119
MinMax_PCC_KW_22_LR,0.6811,0.7825,0.6564,0.7475
MinMax_PCC_KW_22_AB,0.7149,0.8204,0.6834,0.7852
MinMax_PCC_KW_22_DT,1.0,1.0,0.6719,0.6492
MinMax_PCC_KW_22_NB,0.6709,0.746,0.647,0.7188
MinMax_PCC_KW_23_SVM,0.6823,0.7766,0.6549,0.7378
MinMax_PCC_KW_23_LDA,0.6777,0.7744,0.6519,0.7386
MinMax_PCC_KW_23_AE,0.6912,0.7972,0.6653,0.765
MinMax_PCC_KW_23_RF,1.0,1.0,0.7463,0.8178
MinMax_PCC_KW_23_LR,0.6848,0.7829,0.6645,0.75
MinMax_PCC_KW_23_AB,0.7188,0.8223,0.6945,0.7908
MinMax_PCC_KW_23_DT,1.0,1.0,0.6775,0.6559
MinMax_PCC_KW_23_NB,0.6551,0.7457,0.6402,0.7227
MinMax_PCC_KW_24_SVM,0.7018,0.7855,0.6711,0.7512
MinMax_PCC_KW_24_LDA,0.6977,0.7804,0.6632,0.7467
MinMax_PCC_KW_24_AE,0.6754,0.7827,0.6483,0.7559
MinMax_PCC_KW_24_RF,1.0,1.0,0.7418,0.8186
MinMax_PCC_KW_24_LR,0.6924,0.7926,0.6719,0.7647
MinMax_PCC_KW_24_AB,0.7226,0.8232,0.6988,0.7915
MinMax_PCC_KW_24_DT,1.0,1.0,0.6802,0.6576
MinMax_PCC_KW_24_NB,0.6529,0.7431,0.6385,0.7191
MinMax_PCC_KW_25_SVM,0.7027,0.7856,0.6715,0.7515
MinMax_PCC_KW_25_LDA,0.6951,0.7798,0.6617,0.7463
MinMax_PCC_KW_25_AE,0.7022,0.8004,0.6702,0.7699
MinMax_PCC_KW_25_RF,1.0,1.0,0.7391,0.819
MinMax_PCC_KW_25_LR,0.6952,0.7926,0.6713,0.7644
MinMax_PCC_KW_25_AB,0.7231,0.8231,0.7007,0.7921
MinMax_PCC_KW_25_DT,1.0,1.0,0.673,0.6514
MinMax_PCC_KW_25_NB,0.6494,0.742,0.6385,0.719
MinMax_PCC_KW_26_SVM,0.7015,0.7856,0.67,0.7515
MinMax_PCC_KW_26_LDA,0.6914,0.781,0.6615,0.7482
MinMax_PCC_KW_26_AE,0.6984,0.7949,0.6679,0.765
MinMax_PCC_KW_26_RF,1.0,1.0,0.7384,0.8187
MinMax_PCC_KW_26_LR,0.7067,0.794,0.6851,0.7649
MinMax_PCC_KW_26_AB,0.723,0.8231,0.7005,0.7918
MinMax_PCC_KW_26_DT,1.0,1.0,0.6687,0.6471
MinMax_PCC_KW_26_NB,0.6457,0.7426,0.6342,0.7197
MinMax_PCC_KW_27_SVM,0.7013,0.7857,0.6702,0.7515
MinMax_PCC_KW_27_LDA,0.692,0.7811,0.6623,0.7485
MinMax_PCC_KW_27_AE,0.6778,0.7827,0.6534,0.7548
MinMax_PCC_KW_27_RF,1.0,1.0,0.7414,0.8192
MinMax_PCC_KW_27_LR,0.7064,0.794,0.6845,0.7649
MinMax_PCC_KW_27_AB,0.7367,0.8237,0.7163,0.794
MinMax_PCC_KW_27_DT,1.0,1.0,0.6741,0.6477
MinMax_PCC_KW_27_NB,0.6455,0.7424,0.6342,0.7189
MinMax_PCC_KW_28_SVM,0.7019,0.7859,0.6715,0.7518
MinMax_PCC_KW_28_LDA,0.6923,0.7812,0.6619,0.7488
MinMax_PCC_KW_28_AE,0.6853,0.7902,0.6579,0.7613
MinMax_PCC_KW_28_RF,1.0,1.0,0.7421,0.8199
MinMax_PCC_KW_28_LR,0.7076,0.7946,0.6839,0.7647
MinMax_PCC_KW_28_AB,0.7245,0.822,0.702,0.7926
MinMax_PCC_KW_28_DT,1.0,1.0,0.6877,0.6647
MinMax_PCC_KW_28_NB,0.6488,0.7422,0.6363,0.719
MinMax_PCC_KW_29_SVM,0.7003,0.7859,0.6704,0.7516
MinMax_PCC_KW_29_LDA,0.6951,0.7813,0.6619,0.7486
MinMax_PCC_KW_29_AE,0.6857,0.7908,0.6598,0.7627
MinMax_PCC_KW_29_RF,1.0,1.0,0.7365,0.8206
MinMax_PCC_KW_29_LR,0.7084,0.7943,0.6854,0.7643
MinMax_PCC_KW_29_AB,0.7245,0.822,0.702,0.7926
MinMax_PCC_KW_29_DT,1.0,1.0,0.6753,0.6526
MinMax_PCC_KW_29_NB,0.6485,0.7419,0.6363,0.7189
MinMax_PCC_KW_30_SVM,0.6984,0.7855,0.6683,0.751
MinMax_PCC_KW_30_LDA,0.6932,0.7813,0.666,0.7486
MinMax_PCC_KW_30_AE,0.6815,0.7898,0.6581,0.7606
MinMax_PCC_KW_30_RF,1.0,1.0,0.7438,0.8186
MinMax_PCC_KW_30_LR,0.7056,0.794,0.6798,0.7639
MinMax_PCC_KW_30_AB,0.7327,0.8233,0.7045,0.7913
MinMax_PCC_KW_30_DT,1.0,1.0,0.6762,0.6535
MinMax_PCC_KW_30_NB,0.6494,0.7404,0.6393,0.7183
MinMax_PCC_KW_31_SVM,0.7051,0.7889,0.6741,0.7541
MinMax_PCC_KW_31_LDA,0.699,0.784,0.6696,0.7496
MinMax_PCC_KW_31_AE,0.681,0.7783,0.6579,0.748
MinMax_PCC_KW_31_RF,1.0,1.0,0.7397,0.8232
MinMax_PCC_KW_31_LR,0.7095,0.7969,0.68,0.7647
MinMax_PCC_KW_31_AB,0.7361,0.8257,0.7099,0.7953
MinMax_PCC_KW_31_DT,1.0,1.0,0.6783,0.6536
MinMax_PCC_KW_31_NB,0.6455,0.7381,0.6376,0.7164
MinMax_PCC_KW_32_SVM,0.7076,0.789,0.6747,0.7539
MinMax_PCC_KW_32_LDA,0.6991,0.784,0.6696,0.75
MinMax_PCC_KW_32_AE,0.7057,0.796,0.6749,0.7639
MinMax_PCC_KW_32_RF,1.0,1.0,0.7476,0.8226
MinMax_PCC_KW_32_LR,0.7102,0.7966,0.6836,0.7642
MinMax_PCC_KW_32_AB,0.7405,0.8257,0.7124,0.7958
MinMax_PCC_KW_32_DT,1.0,1.0,0.6751,0.6495
MinMax_PCC_KW_32_NB,0.6454,0.7379,0.6374,0.7162
MinMax_PCC_KW_33_SVM,0.7056,0.7891,0.673,0.7544
MinMax_PCC_KW_33_LDA,0.7002,0.7842,0.6672,0.7503
MinMax_PCC_KW_33_AE,0.6978,0.8034,0.6645,0.7698
MinMax_PCC_KW_33_RF,1.0,1.0,0.7337,0.8214
MinMax_PCC_KW_33_LR,0.7096,0.7964,0.6819,0.7641
MinMax_PCC_KW_33_AB,0.7349,0.8263,0.703,0.7936
MinMax_PCC_KW_33_DT,1.0,1.0,0.6698,0.6451
MinMax_PCC_KW_33_NB,0.6442,0.735,0.6363,0.7134
MinMax_PCC_KW_34_SVM,0.7047,0.7898,0.6706,0.753
MinMax_PCC_KW_34_LDA,0.6988,0.7848,0.6704,0.7487
MinMax_PCC_KW_34_AE,0.6921,0.7855,0.6602,0.7527
MinMax_PCC_KW_34_RF,1.0,1.0,0.7399,0.8225
MinMax_PCC_KW_34_LR,0.7037,0.7965,0.6724,0.7623
MinMax_PCC_KW_34_AB,0.7295,0.8267,0.7018,0.7945
MinMax_PCC_KW_34_DT,1.0,1.0,0.6755,0.6509
MinMax_PCC_KW_34_NB,0.6436,0.7353,0.6353,0.7132
MinMax_PCC_KW_35_SVM,0.7055,0.7906,0.6704,0.7533
MinMax_PCC_KW_35_LDA,0.6993,0.7858,0.6625,0.7489
MinMax_PCC_KW_35_AE,0.6836,0.782,0.6527,0.7502
MinMax_PCC_KW_35_RF,1.0,1.0,0.7391,0.8229
MinMax_PCC_KW_35_LR,0.7099,0.797,0.6777,0.7625
MinMax_PCC_KW_35_AB,0.7295,0.8267,0.7018,0.7945
MinMax_PCC_KW_35_DT,1.0,1.0,0.6768,0.6524
MinMax_PCC_KW_35_NB,0.6367,0.7357,0.6321,0.7132
MinMax_PCC_KW_36_SVM,0.7061,0.7906,0.6713,0.7534
MinMax_PCC_KW_36_LDA,0.699,0.7861,0.664,0.7493
MinMax_PCC_KW_36_AE,0.6894,0.7857,0.6542,0.7533
MinMax_PCC_KW_36_RF,1.0,1.0,0.7414,0.8224
MinMax_PCC_KW_36_LR,0.7082,0.7972,0.6779,0.7627
MinMax_PCC_KW_36_AB,0.7295,0.8267,0.7018,0.7945
MinMax_PCC_KW_36_DT,1.0,1.0,0.6753,0.6471
MinMax_PCC_KW_36_NB,0.646,0.7341,0.6402,0.7134
MinMax_PCC_KW_37_SVM,0.6911,0.7909,0.6632,0.7529
MinMax_PCC_KW_37_LDA,0.6786,0.7874,0.6515,0.7492
MinMax_PCC_KW_37_AE,0.68,0.7856,0.648,0.7529
MinMax_PCC_KW_37_RF,1.0,1.0,0.7444,0.8238
MinMax_PCC_KW_37_LR,0.7097,0.7973,0.6796,0.7619
MinMax_PCC_KW_37_AB,0.7295,0.8267,0.7018,0.7945
MinMax_PCC_KW_37_DT,1.0,1.0,0.6773,0.6476
MinMax_PCC_KW_37_NB,0.6426,0.7334,0.6353,0.713
MinMax_PCC_KW_38_SVM,0.695,0.7907,0.667,0.753
MinMax_PCC_KW_38_LDA,0.6795,0.7874,0.6521,0.7492
MinMax_PCC_KW_38_AE,0.6812,0.7862,0.6495,0.7548
MinMax_PCC_KW_38_RF,1.0,1.0,0.7391,0.8237
MinMax_PCC_KW_38_LR,0.7105,0.7974,0.6768,0.7623
MinMax_PCC_KW_38_AB,0.7294,0.8264,0.7013,0.7946
MinMax_PCC_KW_38_DT,1.0,1.0,0.6753,0.6465
MinMax_PCC_KW_38_NB,0.6188,0.7332,0.6182,0.7121
MinMax_PCC_KW_39_SVM,0.7001,0.7921,0.6696,0.7551
MinMax_PCC_KW_39_LDA,0.6939,0.7883,0.6619,0.7505
MinMax_PCC_KW_39_AE,0.6993,0.7917,0.6632,0.76
MinMax_PCC_KW_39_RF,1.0,1.0,0.7425,0.8239
MinMax_PCC_KW_39_LR,0.712,0.798,0.6777,0.7633
MinMax_PCC_KW_39_AB,0.7344,0.8268,0.7048,0.7958
MinMax_PCC_KW_39_DT,1.0,1.0,0.6809,0.6536
MinMax_PCC_KW_39_NB,0.6185,0.7315,0.6184,0.7107
MinMax_PCC_KW_40_SVM,0.7084,0.795,0.6755,0.7582
MinMax_PCC_KW_40_LDA,0.6882,0.7906,0.6617,0.7524
MinMax_PCC_KW_40_AE,0.687,0.7929,0.6534,0.7611
MinMax_PCC_KW_40_RF,1.0,1.0,0.7457,0.8247
MinMax_PCC_KW_40_LR,0.7119,0.7997,0.6817,0.765
MinMax_PCC_KW_40_AB,0.7317,0.827,0.7048,0.7973
MinMax_PCC_KW_40_DT,1.0,1.0,0.6794,0.6534
MinMax_PCC_KW_40_NB,0.6171,0.7316,0.6165,0.7112
MinMax_PCC_RFE_1_SVM,0.6468,0.7234,0.6242,0.6837
MinMax_PCC_RFE_1_LDA,0.6468,0.7233,0.6242,0.6836
MinMax_PCC_RFE_1_AE,0.6467,0.7233,0.6244,0.6836
MinMax_PCC_RFE_1_RF,0.9925,0.9997,0.5935,0.6141
MinMax_PCC_RFE_1_LR,0.6467,0.7233,0.6244,0.6836
MinMax_PCC_RFE_1_AB,0.64,0.7256,0.6148,0.6795
MinMax_PCC_RFE_1_DT,0.9925,0.9999,0.5941,0.565
MinMax_PCC_RFE_1_NB,0.6794,0.6628,0.6566,0.6402
MinMax_PCC_RFE_2_SVM,0.6395,0.7202,0.6156,0.68
MinMax_PCC_RFE_2_LDA,0.6377,0.7193,0.6127,0.6793
MinMax_PCC_RFE_2_AE,0.6479,0.7125,0.6267,0.6739
MinMax_PCC_RFE_2_RF,1.0,1.0,0.6046,0.6375
MinMax_PCC_RFE_2_LR,0.64,0.7208,0.6152,0.6805
MinMax_PCC_RFE_2_AB,0.6437,0.7295,0.6171,0.6836
MinMax_PCC_RFE_2_DT,1.0,1.0,0.5869,0.5544
MinMax_PCC_RFE_2_NB,0.6753,0.6632,0.6455,0.6413
MinMax_PCC_RFE_3_SVM,0.6366,0.721,0.6107,0.6809
MinMax_PCC_RFE_3_LDA,0.6422,0.7152,0.6161,0.6752
MinMax_PCC_RFE_3_AE,0.6671,0.7167,0.647,0.6788
MinMax_PCC_RFE_3_RF,1.0,1.0,0.6438,0.6734
MinMax_PCC_RFE_3_LR,0.6469,0.7161,0.6199,0.6757
MinMax_PCC_RFE_3_AB,0.6633,0.737,0.6406,0.6998
MinMax_PCC_RFE_3_DT,1.0,1.0,0.6041,0.572
MinMax_PCC_RFE_3_NB,0.6588,0.6778,0.6378,0.6542
MinMax_PCC_RFE_4_SVM,0.6356,0.7208,0.611,0.681
MinMax_PCC_RFE_4_LDA,0.649,0.7114,0.6329,0.676
MinMax_PCC_RFE_4_AE,0.6682,0.7283,0.6517,0.6933
MinMax_PCC_RFE_4_RF,1.0,1.0,0.6579,0.6938
MinMax_PCC_RFE_4_LR,0.6463,0.7161,0.6197,0.6762
MinMax_PCC_RFE_4_AB,0.6731,0.7375,0.6504,0.7001
MinMax_PCC_RFE_4_DT,1.0,1.0,0.6052,0.5721
MinMax_PCC_RFE_4_NB,0.6402,0.6784,0.628,0.6619
MinMax_PCC_RFE_5_SVM,0.6472,0.7231,0.6259,0.6813
MinMax_PCC_RFE_5_LDA,0.6585,0.7187,0.6248,0.6712
MinMax_PCC_RFE_5_AE,0.6581,0.7347,0.6336,0.6961
MinMax_PCC_RFE_5_RF,1.0,1.0,0.6694,0.711
MinMax_PCC_RFE_5_LR,0.6583,0.7187,0.6223,0.6703
MinMax_PCC_RFE_5_AB,0.653,0.7418,0.6278,0.7006
MinMax_PCC_RFE_5_DT,1.0,1.0,0.6122,0.5837
MinMax_PCC_RFE_5_NB,0.6485,0.6991,0.6218,0.6667
MinMax_PCC_RFE_6_SVM,0.6478,0.7509,0.6259,0.714
MinMax_PCC_RFE_6_LDA,0.6378,0.7515,0.6178,0.7163
MinMax_PCC_RFE_6_AE,0.6707,0.7706,0.6472,0.7402
MinMax_PCC_RFE_6_RF,1.0,1.0,0.6836,0.7568
MinMax_PCC_RFE_6_LR,0.642,0.7514,0.6212,0.7195
MinMax_PCC_RFE_6_AB,0.6909,0.7751,0.6619,0.7456
MinMax_PCC_RFE_6_DT,1.0,1.0,0.6427,0.6136
MinMax_PCC_RFE_6_NB,0.6298,0.7467,0.6199,0.7214
MinMax_PCC_RFE_7_SVM,0.6669,0.7599,0.6389,0.7243
MinMax_PCC_RFE_7_LDA,0.6376,0.7546,0.6159,0.7199
MinMax_PCC_RFE_7_AE,0.688,0.7845,0.6632,0.7534
MinMax_PCC_RFE_7_RF,1.0,1.0,0.6979,0.7678
MinMax_PCC_RFE_7_LR,0.6475,0.7538,0.6272,0.7221
MinMax_PCC_RFE_7_AB,0.6919,0.79,0.6613,0.7521
MinMax_PCC_RFE_7_DT,1.0,1.0,0.6474,0.6178
MinMax_PCC_RFE_7_NB,0.6428,0.7512,0.6291,0.7257
MinMax_PCC_RFE_8_SVM,0.6652,0.7596,0.6393,0.7245
MinMax_PCC_RFE_8_LDA,0.6417,0.7546,0.6174,0.7211
MinMax_PCC_RFE_8_AE,0.6911,0.7818,0.6615,0.7503
MinMax_PCC_RFE_8_RF,1.0,1.0,0.6888,0.7671
MinMax_PCC_RFE_8_LR,0.6455,0.7535,0.6274,0.723
MinMax_PCC_RFE_8_AB,0.6846,0.7906,0.6598,0.7523
MinMax_PCC_RFE_8_DT,1.0,1.0,0.6476,0.6198
MinMax_PCC_RFE_8_NB,0.6501,0.7494,0.635,0.726
MinMax_PCC_RFE_9_SVM,0.6667,0.7619,0.6406,0.7239
MinMax_PCC_RFE_9_LDA,0.6535,0.7571,0.6314,0.7206
MinMax_PCC_RFE_9_AE,0.6804,0.7856,0.6517,0.7513
MinMax_PCC_RFE_9_RF,1.0,1.0,0.6918,0.7668
MinMax_PCC_RFE_9_LR,0.6445,0.7554,0.6246,0.7214
MinMax_PCC_RFE_9_AB,0.6973,0.7905,0.6619,0.7515
MinMax_PCC_RFE_9_DT,1.0,1.0,0.6517,0.6219
MinMax_PCC_RFE_9_NB,0.6369,0.7456,0.6229,0.7242
MinMax_PCC_RFE_10_SVM,0.6696,0.7618,0.6408,0.7236
MinMax_PCC_RFE_10_LDA,0.6544,0.7574,0.6329,0.7211
MinMax_PCC_RFE_10_AE,0.6681,0.7734,0.6431,0.7386
MinMax_PCC_RFE_10_RF,1.0,1.0,0.6954,0.7693
MinMax_PCC_RFE_10_LR,0.6574,0.7555,0.6361,0.7216
MinMax_PCC_RFE_10_AB,0.6887,0.7915,0.6566,0.7517
MinMax_PCC_RFE_10_DT,1.0,1.0,0.6446,0.6171
MinMax_PCC_RFE_10_NB,0.6345,0.7439,0.6301,0.7237
MinMax_PCC_RFE_11_SVM,0.6677,0.7619,0.6414,0.7239
MinMax_PCC_RFE_11_LDA,0.6536,0.7581,0.6297,0.7229
MinMax_PCC_RFE_11_AE,0.6871,0.7831,0.6536,0.7471
MinMax_PCC_RFE_11_RF,1.0,1.0,0.6977,0.7701
MinMax_PCC_RFE_11_LR,0.6469,0.756,0.6261,0.7222
MinMax_PCC_RFE_11_AB,0.6887,0.7915,0.6566,0.7517
MinMax_PCC_RFE_11_DT,1.0,1.0,0.6385,0.6102
MinMax_PCC_RFE_11_NB,0.6369,0.7445,0.6287,0.7225
MinMax_PCC_RFE_12_SVM,0.6676,0.7618,0.6419,0.724
MinMax_PCC_RFE_12_LDA,0.6597,0.7588,0.6359,0.7227
MinMax_PCC_RFE_12_AE,0.6925,0.7935,0.6611,0.7582
MinMax_PCC_RFE_12_RF,1.0,1.0,0.7016,0.7736
MinMax_PCC_RFE_12_LR,0.6511,0.7567,0.6267,0.7219
MinMax_PCC_RFE_12_AB,0.6848,0.7919,0.6538,0.7519
